Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Lingual Nerve,,Anatomy,Head & Neck,"A 45-year-old woman underwent surgical excision of the left submandibular gland due to a chronic sialolith. Postoperatively, she complains of numbness on the anterior of her tongue on the same side. Which of the following nerves was most likely injured during the procedure?",Hypoglossal nerve,Glossopharyngeal nerve,Chorda tympani,Lingual nerve,Mandibular nerve,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The <b>Lingual Nerve</b> loops intimately around the duct of the submandibular gland (Wharton's duct). During excision, it is at high risk of injury. Damage causes loss of general sensation (numbness) to the <b>Anterior 2/3 of the Tongue</b>.<br><br><b>Option A:</b> Hypoglossal injury causes motor weakness (deviation of tongue)."
,,Lymphatic Drainage,,Anatomy,Head & Neck,"A 50-year-old man presents with a lesion on the anterior one-third of his tongue. On examination, he has enlarged cervical lymph nodes. Most likely the first site of drainage?",Submandibular lymph nodes,Submental lymph nodes,Jugulodigastric lymph nodes,Deep cervical lymph nodes,Parotid lymph nodes,B,"The lymphatic drainage of the tongue's anterior two-thirds (excluding the tip) primarily drains bilaterally into the Submandibular lymph nodes. However, the tip of the tongue and the central lower lip drain first to the Submental lymph nodes. Given a lesion on the anterior one-third, the submental nodes are considered the first site of drainage for the midline structures in this region before draining further into the deeper nodes."
,,Eustachian Tube,,Anatomy,Head & Neck,"A 6-year-old boy presents with sore throat and earache. Examination shows a red, bulging tympanic membrane, and the pediatrician diagnoses acute otitis media. Through which of the following anatomical routes did the infection most likely reach the middle ear?",Eustachian tube,Tonsils,Pharynx,External auditory canal,Nasal cavity,A,"Acute Otitis Media is an infection of the middle ear space. The middle ear is connected to the nasopharynx by the Eustachian tube (auditory tube). In children, this tube is shorter, wider, and more horizontal, making it easier for pathogens to travel up."
,,Hypoglossal Nerve,,Anatomy,Head & Neck,A 68-year-old smoker with bronchogenic carcinoma develops wasting and wrinkling of the right half of the tongue. Examination reveals cervical lymphadenopathy. Which cranial nerve nucleus is likely affected?,Chorda tympani,Lingual nerve,Hypoglossal nucleus,Vagus nucleus,Glossopharyngeal nucleus,C,Unilateral tongue wasting → LMN lesion of CN XII (hypoglossal). Tongue deviates toward lesion side.
,,Hard Palate,,Anatomy,Head & Neck,"A boy injures his teeth and hard palate while trying to open a bottle cap, resulting in bleeding and pain. Which nerve is primarily responsible for sensation in the affected area?",Lesser palatine nerve,Greater palatine nerve,Middle superior alveolar nerve,Superior alveolar nerve,Nasopalatine nerve,B,Greater Palatine nerve supplies the hard palate and gingiva.
,,Pterion,,Anatomy,Head & Neck,A child suffers from trauma to the pterion. Which vessels are at risk?,Middle meningeal artery,Internal carotid artery,Superficial temporal artery,Ophthalmic artery,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The **Pterion** is the thinnest part of the skull (temple), where the frontal, parietal, temporal, and sphenoid bones meet. The anterior division of the **Middle Meningeal Artery** runs directly underneath it. Trauma here often causes an **Epidural Hematoma**.
 
 <b>Option C:</b> Superficial temporal artery is outside the skull."
,,Tonsillar Artery,,Anatomy,Head & Neck,"A child was undergoing tonsillectomy, during procedure, surgeon noticed bleeding from left tonsillar artery. Left tonsillar artery is a branch of?",Facial artery,Lingual artery,Ascending pharyngeal artery,Maxillary artery,Superior thyroid artery,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The tonsillar bed has a rich blood supply, but the main <b>Tonsillar Artery</b> is a branch of the <b>Facial Artery</b>. Hemorrhage from this vessel is a common complication of tonsillectomy.<br><br><b>Note:</b> The tonsil also receives minor twigs from the Lingual, Ascending Pharyngeal, and Maxillary, but the ""Tonsillar Artery"" specifically refers to the facial branch."
,,Tonsillar Artery,,Anatomy,Head & Neck,"A child with a recurrent history of tonsillitis undergoes a tonsillectomy. During surgery, bleeding occurs from the right tonsillar artery. This artery is a branch of which vessel?",Lingual artery,Facial artery,Ascending pharyngeal artery,Descending palatine artery,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The main <b>Tonsillar Artery</b> is a branch of the <b>Facial Artery</b>."
,,Recurrent Laryngeal Nerve,,Anatomy,Head & Neck,A female patient after thyroidectomy developed hoarseness of voice. Examination reveals vocal cords are in medial position which of the following is most likely damaged?,Posterior Cricoarytenoid,Lateral Cricoarytenoid,Vocalis,Thyroarytenoid,Cricothyroid,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Posterior Cricoarytenoid</b> is the sole <b>Abductor</b> of the vocal cords. If its nerve supply (RLN) is damaged, the opposing adductors keep the cord in a paramedian/medial position."
,,Nasolacrimal Duct,,Anatomy,Head & Neck,A female was advised eye drops for eye infection. Two days later she complains of sour taste. The drops from eyes go first into?,Nasopharynx,Oropharynx,Mouth,Nose,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Tears/drops drain via the Nasolacrimal Duct into the Inferior Meatus of the Nose, then flow posteriorly into the <b>Nasopharynx</b>, where they can be tasted."
,,Nasal Cavity,,Anatomy,Head & Neck,"A hypertensive male presents with epistaxis, with the lateral wall of the nose involved. Which artery is most likely responsible?",Greater palatine,Sphenopalatine,Lesser palatine,Anterior ethmoidal,None of them,B,"Sphenopalatine artery (branch of Maxillary) supplies the lateral nasal wall and posterior septum. It is the ""artery of epistaxis"" for severe posterior bleeds, common in hypertensives."
,,Infratemporal Fossa,,Anatomy,Head & Neck,A mass in the infratemporal fossa has started eroding the floor of the middle cranial fossa. Which structure is involved?,Greater wing of sphenoid,Parietal bone,Occipital bone,Lesser wing of sphenoid,Squamous part of temporal bone,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The roof of the Infratemporal fossa (which corresponds to the floor of the Middle Cranial Fossa) is formed mainly by the greater wing of the sphenoid bone (containing Foramen Ovale and Spinosum).
 
 <b>Option D:</b> The lesser wing forms the anterior cranial fossa boundary.
 
 <b>Option E:</b> The squamous temporal bone forms the lateral wall."
,,Middle Meningeal Artery,,Anatomy,Head & Neck,"A patient after RTA presents with a skull base fracture involving the temporal bone and foramen spinosum — Considering the damaged part, which structure does the involved artery supply?",Arachnoid,Vault of skull,Midbrain,Medulla,Cerebrum,B,Foramen spinosum transmits the Middle Meningeal Artery (MMA). MMA supplies the dura mater and the calvaria (vault of skull).
,,Trochlear Nerve,,Anatomy,Head & Neck,A patient complains of vertical diplopia that worsens when walking downstairs. Which muscle is paralyzed?,Superior rectus,Inferior oblique,Superior oblique,Lateral rectus,None of them,C,Superior oblique palsy (CN IV) causes vertical diplopia worsened by looking down and in (walking downstairs).
,,Recurrent Laryngeal Nerve,,Anatomy,Head & Neck,A patient develops hoarseness of voice after thyroidectomy but has no respiratory difficulty. Which nerve injury is most likely?,Bilateral recurrent laryngeal nerve,Unilateral recurrent laryngeal nerve,External branch of superior laryngeal nerve,Hypoglossal nerve,None of them,B,Unilateral RLN injury → hoarseness. Bilateral → airway obstruction (stridor).
,,Facial Nerve,,Anatomy,Head & Neck,A patient develops inability to close the eye and excessive tearing after parotid gland surgery. Which pair of facial nerve branches is most likely injured?,Temporal and zygomatic branches,Buccal and zygomatic branches,Zygomatic branch only,Mandibular and cervical branches,Temporal and mandibular branches,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Temporal and Zygomatic</b> branches of the Facial Nerve (CN VII) innervate the <b>Orbicularis Oculi</b> muscle. Injury leads to paralysis of eyelid closure (lagophthalmos) and consequent tearing (epiphora) due to pump failure/exposure."
,,Lingual Nerve,,Anatomy,Head & Neck,"A patient experiences numbness and decreased sensation over the anterior two-thirds of the tongue following a recent dental extraction. Which nerve, often in close association with the surgical field, is most likely involved?",Inferior Alveolar Nerve,Chorda Tympani Nerve,Lingual Nerve,Greater Palatine Nerve,None of them,C,"The Lingual Nerve provides general sensation to the anterior two-thirds of the tongue and runs very close to the lingual plate, making it highly susceptible to injury or trauma during lower third molar (wisdom tooth) extractions."
,,Middle Meningeal Artery,,Anatomy,Head & Neck,A patient has a history of trauma which resulted in a fracture of the foramen spinosum. The artery running over the mentioned site gives the main supply to which of the following structures?,Arachnoid mater,Skull vault,Brain parenchyma,Hearing area,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 The Middle Meningeal Artery passes through the Foramen Spinosum. It supplies the Dura Mater and the inner table of the Skull Vault (Calvaria).
 
 <b>Option A:</b> The arachnoid mater is avascular.
 
 <b>Option C:</b> The brain parenchyma is supplied by the Internal Carotid and Vertebral arteries.
 
 <b>Option D:</b> Hearing areas (inner ear) are supplied by the Labyrinthine artery."
,,Laryngeal Muscles,,Anatomy,Head & Neck,A patient has a right vocal cord fixed in the median position with a loss of its abduction (opening). Which specific muscle is likely paralyzed?,Lateral Cricoarytenoid Muscle,Thyroarytenoid Muscle,Posterior Cricoarytenoid Muscle,Cricothyroid Muscle,None of them,C,"Explanation: The Posterior Cricoarytenoid Muscle (PCA) is the only muscle responsible for abducting (pulling apart) the vocal cords, thereby opening the glottis for breathing."
,,Laryngeal Muscles,,Anatomy,Head & Neck,A patient has a right vocal cord that lies in a paramedian (adducted/medial) position and presents with hoarseness and difficulty breathing. Paralysis of which muscle best explains the inability to abduct the right vocal cord?,Lateral cricoarytenoid,Posterior cricoarytenoid,Thyroarytenoid,Cricothyroid,Aryepiglottic muscle,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 The **Posterior Cricoarytenoid** is the **sole abductor** of the vocal folds (opens the airway). Paralysis of this muscle leads to the inability to abduct the cord, leaving it in a paramedian or adducted position (due to the unopposed action of adductors), which can cause airway obstruction/hoarseness.
 
 <b>Option A:</b> Lateral Cricoarytenoid is a major adductor.
 
 <b>Option D:</b> Cricothyroid is a tensor (innervated by External Laryngeal Nerve)."
,,Laryngeal Reflexes,,Anatomy,Head & Neck,A patient in the ICU initially has clear lungs but develops lung infiltrates after a seizure due to aspiration which of the following airway protective mechanism primarily prevents aspiration?,Tilting of epiglottis,Closure of true vocal cords,Closure of false vocal cords,Increased cough reflex,Tracheostomy,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>While the epiglottis and true cords play a role, the <b>Closure of the False Vocal Cords</b> (Vestibular folds) provides a significant seal and airway protection mechanism during swallowing/glottic closure to prevent aspiration."
,,Glossopharyngeal Nerve,,Anatomy,Head & Neck,"A patient present with difficulty elevating the soft palate and secretions are collected in the pharynx. On examination, the gag reflex is absent on the affected side. Which nerve is most likely involved?",Internal laryngeal nerve,External laryngeal nerve,Glossopharyngeal nerve,Accessory nerve,Hypoglossal nerve,C,"The gag reflex has an afferent (sensory, CN IX) and efferent (motor, CN X) limb. Absence of gag reflex + soft palate issues points to CN IX or X damage. (Book selects Glossopharyngeal)."
