Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Hematology,Medicine,"A male presented with fever of 104°F for 4 days and cola-colored urine for 1 day, deranged LFTs, increased unconjugated bilirubin. Bite cells seen on smear. What is the cause?",G6PD deficiency,Blackwater fever,Drug-induced jaundice,Paroxysmal nocturnal hemoglobinuria,Hemolytic uremic syndrome,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The triad of <b>Fever</b> (infection trigger), <b>Hemoglobinuria</b> (Cola urine), and <b>Bite Cells</b> is classic for acute hemolysis in a patient with <b>G6PD Deficiency</b>.<br><br><b>Option B:</b> Blackwater fever (Severe Malaria) causes hemoglobinuria but typically presents with parasites on smear, not bite cells."
,,,,Hematology,Medicine,A patient develops pallor and jaundice following treatment for a febrile illness. Laboratory findings show hemoglobin of 7 g/dL with 8% reticulocytes and increase Uncongugated hyperbillirubinemia. What is the most likely cause?,G6PD deficiency,Autoimmune hemolytic anemia,Sickle cell anemia,Hereditary spherocytosis,Iron deficiency anemia,A,Hemolysis (Jaundice + High Retics + Anemia) precipitated by treatment (drug) for febrile illness suggests G6PD deficiency (oxidative stress).
,,,,Hematology,Medicine,"A patient has elevated unconjugated bilirubin (2 mg/dL) and elevated reticulocyte count (10%), with normal liver function tests. Which of the following conditions is the most likely cause?",Hemolytic anemia (extravascular hemolysis),Gilbert's syndrome,Viral hepatitis,Biliary obstruction,Alcoholic liver disease,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The combination of <b>Unconjugated Hyperbilirubinemia</b> and <b>Reticulocytosis</b> (increased RBC production) indicates <b>Hemolysis</b>. The liver is functioning normally (normal LFTs), but it is overwhelmed by the breakdown of RBCs."
,,,,Hematology,Medicine,A patient is diagnosed with generalized lymphadenopathy and large B-cell lymphoma. What is the treatment of choice?,Surgery alone,Surgery followed by chemotherapy,Surgery followed by radiotherapy,Radiation alone,None,Chemotherapy,E
,,,,Hematology,Medicine,"A patient planned for hip surgery has Hb 21.1 g/dL, otherwise normal. What is recommended?",Venesection,Hydroxyurea,No intervention,Blood transfusion,None of them,A,Polycythemia poses thrombosis risk. Venesection (phlebotomy) reduces viscosity pre-op.
,,,,Hematology,Medicine,"A patient presented in OPD with complaints of fatigue, abdominal pain, and painful leg ulcers. What is the likely diagnosis?",Hemolytic anemia,Sickle cell anemia,Pernicious anemia,Hereditary spherocytosis,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **Sickle Cell Anemia** presents with:
 1. Chronic Hemolytic Anemia (Fatigue).
 2. Vaso-occlusive crises (Abdominal pain, bone pain).
 3. **Leg Ulcers** (distinctive feature due to chronic ischemia).
 
 <b>Option D:</b> Hereditary Spherocytosis causes hemolysis/splenomegaly but rarely leg ulcers or severe pain crises.
 
 <b>Option C:</b> Pernicious anemia causes neuro symptoms."
,,,,Hematology,Medicine,A patient presented with patechiae. No previous history of bleeding or family history. Which is the most likely cause?,Platelets 50000,Platelets 20000,Hemophilia,VWD,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Petechiae</b> are the hallmark of <b>Thrombocytopenia</b> or platelet dysfunction. Spontaneous petechiae typically appear when the platelet count drops below <b>20,000/µL</b>. Hemophilia causes deep tissue bleeds (hemarthrosis), not petechiae."
,,,,Hematology,Medicine,"A patient presents in OPD with a complaint of generalized weakness. On lab reports, Hb was 6.4 g/dl. Peripheral smear shows normochromic normocytic anemia. Which of the following is the most appropriate treatment?",Erythropoietin,Oral iron,Inj: vitamin B12,Folic acid supplements,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Normochromic Normocytic Anemia** is typically seen in Anemia of Chronic Disease or Renal Failure (low EPO). Unlike microcytic (Iron deficiency) or macrocytic (B12/Folate deficiency) anemia, nutritional supplements won't help unless a deficiency co-exists. **Erythropoietin** stimulating agents are used to treat normocytic anemia secondary to renal failure or chronic disease.
 
 <b>Option B, C, D:</b> These treat nutritional anemias which have specific size indices (Micro/Macro)."
,,,,Hematology,Medicine,"A patient presents with easy bruising. Labs: platelets normal, bleeding time normal, PT normal, aPTT prolonged.",Vitamin K deficiency,DIC,Factor VIII deficiency,Factor XI deficiency,None of them,C,Factor VIII deficiency.
,,,,Hematology,Medicine,"A patient presents with fever, chills, jaundice, and cola-colored urine. Labs show decreased hemoglobin (7 g/dL), reticulocytes ↑, LDH ↑, and total bilirubin ↑. What is the most likely cause?",Falciparum MALARIA,G6PD deficiency hemolysis,Sickle cell crisis,Paroxysmal nocturnal hemoglobinuria,None of them,A,Blackwater fever: Severe complication of falciparum malaria causing massive intravascular hemolysis.
,,,,Hematology,Medicine,"A patient presents with hypersegmented neutrophils, increased methylmalonic acid, and increased homocysteine. Which vitamin deficiency is most likely?",Vitamin B12,Folate,Iron,Vitamin C,Vitamin D,A,"The triad of findings is diagnostic of Vitamin B12 (Cobalamin) deficiency: Macrocytic anemia with hypersegmented neutrophils, Increased methylmalonic acid (MMA), and increased homocysteine levels. Folate deficiency causes increased homocysteine, not MMA."
,,,,Hematology,Medicine,"A patient presents with pallor and jaundice following a febrile illness. Laboratory findings show hemoglobin of 4 g/dL, blister cells and polychromasia on peripheral smear, and splenomegaly on exam. Which test is most likely to help confirm the diagnosis?",G6PD assay,Osmotic fragility test,InDirect Coombs test,Hemoglobin electrophoresis,Bone marrow biopsy,A,Blister cells/Bite cells are characteristic of G6PD deficiency. Diagnosis confirmed by enzyme assay (though may be false negative during acute attack).
,,,,Hematology,Medicine,"A patient presents with petechiae and purpura. Labs: normal platelets, normal PT, elevated aPTT. Patient receives absorbed plasma.",Factor VIII,Factor IX,Factor XI,Factor II,None of them,A,Hemophilia A: factor VIII deficiency -> isolated prolonged aPTT. Treatment: factor VIII replacement (or absorbed plasma if concentrate unavailable).
,,,,Hematology,Medicine,A patient receiving multiple platelet transfusions develops platelet refractoriness. Which of the following is the most common cause?,HLA antibodies,IgA antibodies,ABO incompatibility,Rh incompatibility,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Platelet Refractoriness</b> (failure of platelet count to rise after transfusion) in a multi-transfused patient is most commonly due to <b>Alloimmunization against HLA Class I antigens</b> on the donor platelets."
,,,,Hematology,Medicine,A patient with a known autoimmune disorder develops platelet transfusion refractoriness. Which of the following is the most likely cause?,DIC,Autoimmune destruction,Autoimmune IgA antibodies,Vitamin K deficiency,Splenic sequestration,B,"Platelet transfusion refractoriness in a patient with a known autoimmune disorder (e.g., SLE, ITP) is most likely due to the autoimmune destruction of the transfused platelets by circulating autoantibodies (or rapid clearance by the reticuloendothelial system)."
,,,,Hematology,Medicine,A patient with acute intermittent porphyria presents with abdominal pain and neurological symptoms. Which treatment helps by repressing hepatic ALA synthase and improving symptoms?,High-dose vitamin C,5% dextrose infusion,Hemodialysis,Phlebotomy,Hematin,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br><b>Hematin</b> (Heme arginate) acts as a negative feedback inhibitor of <b>ALA Synthase</b>, the rate-limiting enzyme in heme synthesis. This halts the production of toxic porphyrin precursors (ALA/PBG) that cause the symptoms."
,,,,Hematology,Medicine,"A patient with hypersegmented neutrophils, pancytopenia and macrocytosis. Platelets 92000. WBC 1.9 x 10 ^9 and Hb 8.9. Which diagnosis fits best?",Acute myeloid leukemia (AML),B12 deficiency anemia,Iron deficiency anemia,Aplastic anemia,Multiple myeloma,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Hypersegmented Neutrophils</b> (>5 lobes) are pathognomonic for Megaloblastic Anemia. Severe B12/Folate deficiency causes ineffective hematopoiesis, leading to <b>Pancytopenia</b> (Low Hb, Low WBC, Low Platelets) alongside Macrocytosis."
,,,,Hematology,Medicine,A young woman presents with menorrhagia (heavy menstrual bleeding). Laboratory results show a low hemoglobin (Hb) concentration and a low Mean Corpuscular Volume (MCV). What is the most likely diagnosis for the patient's anemia?,Megaloblastic Anemia,Anemia of Chronic Disease,Iron Deficiency Anemia,Hemolytic Anemia,None of them,C,"The combination of low Hb (anemia), low MCV (microcytic), and menorrhagia (chronic blood loss) strongly indicates Iron Deficiency Anemia, as chronic blood loss is the most common cause of iron depletion in premenopausal women."
,,,,Hematology,Medicine,"An Old man who was being treated by a GP for infection with certain drugs comes to you with complaints of Generalized weakness, pallor, easy bruising. Hb 5g/dl and decrease RBC, WBC PLT. Retic count 0.1%. Bone tap hypocellular bone marrow with few cells diagnose is:",Aplastic anemia,Acute leukemia,Myelodysplastic,Megaloblastic anemia,None of them,A,
,,,,Hematology,Medicine,Blood is warm at 37 'C for massive transfusion to cause:,To decrease infection,To avoid reaction,To dec. O2 affinity,L-R shift,None of them,D,To cause L-R Shift and to avoid R-L shift As high temperature causes Right shift and increase Oxygen delivery to tissue
,,,,Hematology,Medicine,How to avoid blood transfusion reactions?,Checking Doctor's notes,By monitoring vital signs,By checking the expiry date of the blood bag,Proper patient identification is must,None of them,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The most common cause of fatal hemolytic transfusion reactions is clerical error (giving the wrong blood to the wrong patient). Therefore, <b>Proper Patient Identification</b> is the single most critical step in prevention."
,,,,Hematology,Medicine,Massive transfusion of blood side effect:,Hemochromatosis,Hyperkalemia,Hypokalemia,Hypercalcemia,Hypocalcemia,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 Stored red blood cells leak potassium into the supernatant fluid over time. Rapid infusion of large volumes (**Massive Transfusion**) can deliver a significant bolus of potassium, causing acute **Hyperkalemia**.
 
 <b>Option E:</b> **Hypocalcemia** is also a major side effect due to Citrate (anticoagulant) binding calcium. However, Hyperkalemia is the classic ""electrolyte content"" risk associated with the blood product itself in many exam keys.
 
 <b>Option A:</b> Hemochromatosis (Iron overload) is a risk of *chronic* repeated transfusions (e.g., Thalassemia)."
,,,,Hematology,Medicine,"Old age Patient presented with thigh trauma during operation continuous bleeding. Baseline coagulation profile deranged. PT , APTT , fibrinogen raised and platelet count low. On inquiry, History of bruises since 06 months, no other abnormality. It is related to",Sepsis and DIC,Accidental heparin during surgery,Warfarin used before surgery,Occult carcinoma likely Prostate (Previous history,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The acute bleeding with deranged PT/APTT and Low Platelets suggests <b>Disseminated Intravascular Coagulation (DIC)</b>, possibly triggered by sepsis or tissue trauma. <br><br><b>Note:</b> Typically Fibrinogen is <i>low</i> in acute DIC; high levels may indicate an acute phase response or chronic compensated DIC."
,,,,Hematology,Medicine,Preoperative male having Hb 22 g/dl and Hct 65%. What should be done?,Hydroxyurea,Observe,Venesection,Phosphate chelation,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The patient has severe Polycythemia (Hematocrit > 55-60%). This causes hyperviscosity, increasing the risk of perioperative stroke and thrombosis. The immediate management to lower viscosity before surgery is **Venesection** (Phlebotomy).
 
 <b>Option A:</b> Hydroxyurea is for long-term management of Polycythemia Vera, not acute preoperative reduction.
 
 <b>Option B:</b> Observation is dangerous due to stroke risk."
,,,,Hematology,Medicine,Trephine biopsy is taken from which of the following site?,Anterior iliac crest,Tibia,Sternum,Posterior iliac crest,None of them,D,"First – Posterior iliac crest (Easily accessible). Second – Anterior superior iliac crest (Specially in obese). Third – Spinous process of lumbar vertebrae. Fourth – Tibia (Used in Less than 1 year age, Medial aspect of upper end of tibia). Fifth – Sternum (Manubrium or first part of body of sternum)"
,,,,Hematology,Medicine,Which laboratory finding is the most reliable and earliest indicator of developing Iron Deficiency Anemia?,Low mean corpuscular volume,Decreased serum ferritin,High total iron binding capacity,Decreased transferrin saturation,None of them,B,"Serum ferritin is a direct measure of the body's iron stores, and its decrease is the first lab abnormality seen as iron stores are depleted."
,,,,Hematology,Medicine,Which of the following blood transfusions is most compatible and would least likely cause a transfusion reaction?,O- to B-,B+ to A-,A- to B+,None,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>O Negative</b> is the ""Universal Donor"" for packed red blood cells. It lacks A, B, and Rh antigens, so it can be safely given to a patient with <b>B Negative</b> blood type."
